Month,Day,Hour,Season,PV Regime,Wind Regime,Electric Load,Heat Load,Cold Load,PV,Wind,Set
3,65,8,spring,cloudy,weak,15211.367448257864,9172.307740863991,11303.833887548344,2474.8767232693162,6236.96838190234,train
3,65,9,spring,cloudy,weak,14892.00567645033,8605.329757466889,12444.730070010777,5049.19928338704,5944.68819467289,train
3,65,10,spring,cloudy,weak,14929.803370750076,7889.43828141049,13501.018112787991,7428.35861128367,6251.908349727242,train
3,65,11,spring,cloudy,weak,15149.711999297031,7289.662030593085,14240.116253670158,8715.339110699442,6774.670402998824,train
3,65,12,spring,cloudy,weak,14991.258617546277,7208.354714683937,15005.347246889716,9497.189977719616,7207.248530715056,train
3,65,13,spring,cloudy,weak,14736.603301962046,7139.316394305525,15815.424384258815,8818.474346754334,7091.638341059663,train
3,65,14,spring,cloudy,weak,14798.46013029122,7201.886911189032,16630.890907055335,7314.276172773109,7520.810711293293,train
3,65,15,spring,cloudy,weak,14664.617090018864,7236.237810899738,17031.078135047654,5887.199985520812,8213.714419356236,train
3,65,16,spring,cloudy,weak,14752.7020527768,7129.642021117888,16632.648636795362,3973.8972604902115,7789.760308583272,train
3,65,17,spring,cloudy,weak,14842.397248294574,7047.656637330175,16485.25536872947,1717.4710926128896,7784.01584738767,train
3,65,18,spring,cloudy,weak,15232.03031661811,7228.3516005062975,15565.983336470272,468.8841578962561,7305.754892117334,train
3,65,19,spring,cloudy,weak,15491.65206295941,7394.486710958815,14174.713491500524,0.0,6849.901743303651,train
3,65,20,spring,cloudy,weak,15283.606513973758,7653.299315087353,13325.307858032662,0.0,7130.007661325126,train
3,65,21,spring,cloudy,weak,14621.455137223515,7686.180033778885,12352.330184321994,0.0,7351.004127781847,train
3,65,22,spring,cloudy,weak,14129.113655277035,7729.171392575277,10951.015026325496,0.0,7617.893857377018,train
3,65,23,spring,cloudy,weak,14075.827833118485,7719.902822258307,10080.23670206329,0.0,7446.149428425018,train
3,66,0,spring,clear,windy,14332.558168079659,7745.219135887003,9267.678525159916,0.0,7318.981288234587,train
3,66,1,spring,clear,windy,13891.141648339433,7784.49994610929,8923.487462231968,0.0,6946.495518608955,train
3,66,2,spring,clear,windy,13429.624777513764,8050.54988877161,8691.653659248885,0.0,6827.482153378117,train
3,66,3,spring,clear,windy,13423.828707145223,8345.41171085341,8421.402941814338,0.0,6797.015466985989,train
3,66,4,spring,clear,windy,13515.388956253928,8675.150208473851,8371.707183376784,0.0,7387.466350507696,train
3,66,5,spring,clear,windy,13716.768020859217,9055.093655525776,8861.088305460225,0.0,6949.1472746734835,train
3,66,6,spring,clear,windy,14643.346925772059,9457.182944705526,9627.32572021068,161.38347120222593,6898.800486550102,train
3,66,7,spring,clear,windy,14783.185777301862,9369.220803455402,10205.582445936125,756.3565379774029,6613.114451141874,train
3,66,8,spring,clear,windy,14785.653243946397,8849.624828280315,11673.019597061724,2781.274516379501,6164.558343963138,train
3,66,9,spring,clear,windy,14984.381157106702,8285.704410247485,13173.738039287382,5955.363218161944,5697.099698981137,train
3,66,10,spring,clear,windy,15024.600473273525,7819.277529110388,14128.470727353355,8260.019664701325,6137.768121008728,train
3,66,11,spring,clear,windy,14905.251637516409,7499.101285042685,15117.006689074158,10001.576224133578,6153.38377914926,train
3,66,12,spring,clear,windy,15220.150222959339,7296.504368799922,15600.943057153621,10957.126551558922,6998.553696287383,train
3,66,13,spring,clear,windy,14651.648363228509,7281.8298922046315,16173.405338882782,10786.153846994455,7421.999698321233,train
3,66,14,spring,clear,windy,14396.51997760841,7141.004769845593,16955.06340287143,8895.234564441067,7977.961675050637,train
3,66,15,spring,clear,windy,14431.552459904802,7103.57475008998,17335.09622349898,6917.712763416979,8443.735633970386,train
3,66,16,spring,clear,windy,14384.852305178745,7178.369911724926,17129.585993146316,4554.114042009384,7874.706558233447,train
3,66,17,spring,clear,windy,14659.304586351587,7271.443005173392,16680.366482176516,2016.3248582007127,7945.033189941442,train
3,66,18,spring,clear,windy,14860.92220681267,7231.882949202063,15762.883873156252,575.4173644205665,7316.843821650936,train
3,66,19,spring,clear,windy,15249.906927454855,7353.329843105765,14883.709439917833,0.0,7140.658066375263,train
3,66,20,spring,clear,windy,15345.83109663724,7700.255566456327,13316.86626850198,0.0,7084.85568881394,train
3,66,21,spring,clear,windy,14705.845136937376,7691.714882796018,12112.530873523878,0.0,6829.858109861574,train
3,66,22,spring,clear,windy,14731.642150632388,7757.878472665801,10663.168682529807,0.0,6996.139354926965,train
3,66,23,spring,clear,windy,14394.76837603693,7676.605879658797,10080.689899238689,0.0,7280.415220501092,train
3,67,0,spring,normal,normal,14532.573486207342,7023.167843632494,9934.09782276649,0.0,6155.154713808168,train
3,67,1,spring,normal,normal,14520.037265712914,7249.174940257722,9341.05362525251,0.0,5969.059055269583,train
3,67,2,spring,normal,normal,13968.13552262938,7565.997457593452,9198.139947561574,0.0,5974.1177626910085,train
3,67,3,spring,normal,normal,13862.953805351108,7783.591357503979,9032.96150850575,0.0,6107.773497613942,train
3,67,4,spring,normal,normal,13944.75660484973,8091.4303884082565,8766.87751558779,0.0,6118.028400042471,train
3,67,5,spring,normal,normal,14412.353415081796,8470.196973045706,9038.955956600395,0.0,5612.433138127898,train
3,67,6,spring,normal,normal,15237.01901907607,8931.875436255408,9857.117160281936,174.2278558155611,5500.584130351206,train
3,67,7,spring,normal,normal,15147.961004394621,8872.843430357325,10712.693909596472,808.3541522943261,5282.713207712679,train
3,67,8,spring,normal,normal,15464.922591767843,8135.18933920103,11910.993854872355,3038.7515149173273,4674.74590278546,train
3,67,9,spring,normal,normal,15893.289509638025,7624.465905606437,13296.301200725857,6125.543840741316,4714.623323242857,train
3,67,10,spring,normal,normal,15630.008616453115,7142.491834844205,14479.246885407012,8414.844769182091,5183.929763242248,train
3,67,11,spring,normal,normal,15126.688206814446,6858.201409045327,15404.380052687158,10565.067513044745,5768.348473902465,train
3,67,12,spring,normal,normal,15353.233369275302,6802.175205721039,16475.39898408124,11309.911960230971,5918.557236494336,train
3,67,13,spring,normal,normal,15080.867895889121,6876.539851778724,17349.386212606132,10676.902227414581,5935.445395721654,train
3,67,14,spring,normal,normal,15065.624383341263,6867.2913371543345,18231.94610728483,8994.81131159948,6300.238108264938,train
3,67,15,spring,normal,normal,15005.746892834148,6980.630207224927,18293.93813069887,7114.927676590932,6962.44985718684,train
3,67,16,spring,normal,normal,14679.384143449022,7019.346304268774,18551.405830015487,4861.325369147896,6450.111342746265,train
3,67,17,spring,normal,normal,14786.208422061667,6940.325534214776,17652.598609948443,2136.5359016339457,6580.853730142093,train
3,67,18,spring,normal,normal,15095.3830595192,6963.134205215477,16536.417816307676,624.6072798472136,6185.560164757278,train
3,67,19,spring,normal,normal,15956.898073942555,6865.059926019878,15188.48584668974,0.0,5925.048189727966,train
3,67,20,spring,normal,normal,15885.82766207118,7030.948592327426,14106.330075591797,0.0,6206.517612790503,train
3,67,21,spring,normal,normal,14971.447640194594,6993.329138698194,13188.27291771954,0.0,6098.547497410536,train
3,67,22,spring,normal,normal,14484.00971455228,7032.237585354639,11669.796090983213,0.0,6017.949531035895,train
3,67,23,spring,normal,normal,14376.708670673268,7074.414719791646,10719.90151907254,0.0,6250.674555123679,train
3,68,0,spring,cloudy,windy,14446.57112332035,7221.239188788798,9741.581666316482,0.0,6638.342576798059,train
3,68,1,spring,cloudy,windy,14491.804409417951,7358.800564121507,9445.92530055416,0.0,6567.465824867998,train
3,68,2,spring,cloudy,windy,14072.931320297967,7500.448843485751,8881.780742101595,0.0,6824.559181208194,train
3,68,3,spring,cloudy,windy,13932.23557212184,7989.758166093494,8765.991292400759,0.0,7168.026496070903,train
3,68,4,spring,cloudy,windy,13943.091416450192,8374.93990918959,8581.191262737837,0.0,6747.874500988828,train
3,68,5,spring,cloudy,windy,14178.58361601061,8756.11143547254,8945.316738535403,0.0,6640.371121536702,train
3,68,6,spring,cloudy,windy,14995.282809418191,9160.44011892558,9601.675653249209,147.94775537661346,6649.077336794555,train
3,68,7,spring,cloudy,windy,15008.92645935403,9183.845876132622,10533.421082140274,683.6872009855953,6214.029174857739,train
3,68,8,spring,cloudy,windy,15351.260989500051,8786.504521229339,11997.94160509889,2622.956914101968,5841.705908437162,train
3,68,9,spring,cloudy,windy,15423.247792440783,8222.056037183795,13332.15389426043,5461.213515430661,5260.075539359932,train
3,68,10,spring,cloudy,windy,15120.919797390925,7562.19217463626,14483.436194134767,7760.050137121444,5690.737822647017,train
3,68,11,spring,cloudy,windy,14792.97775679934,7187.5260675251775,15652.558956597597,8800.446265749912,6275.824043470655,train
3,68,12,spring,cloudy,windy,14689.899573187222,7136.853322311506,16128.424988550327,9408.156103494686,6875.746272176763,train
3,68,13,spring,cloudy,windy,14792.907609208998,7162.701996473624,16960.553616231005,9514.968912523133,7219.10624024543,train
3,68,14,spring,cloudy,windy,14659.17570069708,7092.05795470603,17801.92665336554,7540.89246673854,7267.228328138486,train
3,68,15,spring,cloudy,windy,14663.56085778738,7035.000288331885,17576.41541696908,5843.071746505227,7907.034598010204,train
3,68,16,spring,cloudy,windy,14530.602774800609,7119.051229817127,17900.46821439713,4091.954386104879,7582.466010100646,train
3,68,17,spring,cloudy,windy,14690.335156074758,7216.12310838727,17116.81808115652,1847.1411650035939,7842.494573946118,train
3,68,18,spring,cloudy,windy,15093.82887827872,7159.277564820794,16486.63211176787,528.0676375131748,7327.082444898703,train
3,68,19,spring,cloudy,windy,15671.338201151699,7278.026775004021,15135.053079654697,0.0,6811.802836519503,train
3,68,20,spring,cloudy,windy,15149.580558995563,7428.107423719472,14345.831843562457,0.0,7217.556374967216,train
3,68,21,spring,cloudy,windy,14642.467049778248,7477.649200780394,12835.703855947606,0.0,7000.678887979529,train
3,68,22,spring,cloudy,windy,14527.116776650728,7343.8207606218,11254.444484064676,0.0,6991.873905804713,train
3,68,23,spring,cloudy,windy,14630.268536504276,7493.263205157897,10544.116550288583,0.0,7076.115297114038,train
3,69,0,spring,clear,normal,14238.475965769774,6927.0829056304065,9455.684693347162,0.0,6932.538578523858,train
3,69,1,spring,clear,normal,14181.822823733353,7129.3380021774365,9239.059713003508,0.0,6848.681276683796,train
3,69,2,spring,clear,normal,13832.952596098938,7427.162451222509,8495.334525607741,0.0,6729.8749058155045,train
3,69,3,spring,clear,normal,13773.469735934987,7753.966285828801,8454.115664311657,0.0,6592.249545672955,train
3,69,4,spring,clear,normal,13658.29952852415,8018.218519354171,8461.64896421566,0.0,6723.156615910729,train
3,69,5,spring,clear,normal,13786.704128529684,8228.45197002085,9015.538681616694,0.0,6288.775560709605,train
3,69,6,spring,clear,normal,14940.915139011693,8715.334106110991,10033.704736259828,197.8403893275569,6635.208832958621,train
3,69,7,spring,clear,normal,14630.422933315755,8610.788910043882,10834.12180849282,851.1889071905505,6849.95167123528,train
3,69,8,spring,clear,normal,14518.38875146211,8130.003258307039,11865.964534405077,3188.637138763481,6237.161407641961,train
3,69,9,spring,clear,normal,14857.461536981613,7564.423387669071,13423.060515541205,6809.917848363425,5590.32977187327,train
3,69,10,spring,clear,normal,15162.695517579965,6954.979234807896,14635.519158922192,10013.87472204174,5560.528188032952,train
3,69,11,spring,clear,normal,15004.662945320319,6800.5098742519585,15148.277663736666,11475.531940176163,5996.419381735569,train
3,69,12,spring,clear,normal,15166.425065470106,6601.901721131731,15510.874628340898,12882.606843254072,7061.9036675845455,train
3,69,13,spring,clear,normal,14480.896469413356,6558.661623981105,16700.495024515214,12693.702492260087,7118.555233790454,train
3,69,14,spring,clear,normal,14422.74400061346,6581.504183677332,17340.3927411145,10792.18902849825,7310.4059442130565,train
3,69,15,spring,clear,normal,13981.430113939394,6754.819149418589,17353.79885374556,8198.214808562561,7704.043965825517,train
3,69,16,spring,clear,normal,14052.993628263599,6818.87382687299,17461.022913570065,5170.362645853022,7631.503107159265,train
3,69,17,spring,clear,normal,13970.80692168522,6641.838504605782,17320.94898879263,2317.583051098657,7435.472178481525,train
3,69,18,spring,clear,normal,14158.646049854486,6846.539335511609,16571.361149734297,666.5040426863468,6999.44451974731,train
3,69,19,spring,clear,normal,14944.642653523446,7093.812608452597,15051.018789945152,0.0,6700.037222111688,train
3,69,20,spring,clear,normal,15218.27305671965,7062.489686566494,14346.378426789253,0.0,6662.495774910413,train
3,69,21,spring,clear,normal,14561.965536920341,6868.216823598398,13217.75209358866,0.0,6614.791050832955,train
3,69,22,spring,clear,normal,14347.965869538504,6878.180224534683,11671.710065816493,0.0,6826.169202292706,train
3,69,23,spring,clear,normal,14173.748273147301,7007.509658011781,10693.048109580906,0.0,6839.322760045673,train
3,70,0,spring,clear,weak,15283.852373428908,7485.413619380841,10075.223881275659,0.0,5947.854324257108,train
3,70,1,spring,clear,weak,14769.935335144213,7520.351135427515,9513.000706077768,0.0,6061.9522435036615,train
3,70,2,spring,clear,weak,14464.077230225246,7800.617392507923,8992.246013834787,0.0,5938.156021515403,train
3,70,3,spring,clear,weak,14156.598739008223,8033.502997793718,8934.328484795244,0.0,5857.250635158094,train
3,70,4,spring,clear,weak,14304.450315915903,8434.699586784744,8943.720569108671,0.0,5854.971525697445,train
3,70,5,spring,clear,weak,14800.368584070713,8895.520256371825,9279.71334535138,0.0,5777.547726409595,train
3,70,6,spring,clear,weak,15615.815385952912,9276.630850663038,10123.948823649987,183.22834903836923,5635.887931842983,train
3,70,7,spring,clear,weak,16130.679191518577,9420.025939328174,10924.915529563677,840.4752433389931,5442.987608148967,train
3,70,8,spring,clear,weak,16368.20634717165,8816.638956070177,12372.507441199346,3138.945463954553,5008.020352040481,train
3,70,9,spring,clear,weak,16541.38531731387,8197.938830390925,14296.599772293737,6631.305014740932,4695.537199669381,train
3,70,10,spring,clear,weak,16457.11378742281,7639.409378797105,15358.639004544764,9812.458655417688,4953.013057930828,train
3,70,11,spring,clear,weak,16483.868469689955,7414.95893928887,16446.704904424947,11805.057397812572,5288.878499815577,train
3,70,12,spring,clear,weak,16024.06703149146,7399.458637431335,17095.1280803179,12685.68109904408,6035.679178895198,train
3,70,13,spring,clear,weak,15976.252774972303,7372.2899665694285,17713.6414152898,12493.970492360422,6500.589567120378,train
3,70,14,spring,clear,weak,15633.890475628703,7405.6621262872695,17968.28089294862,10010.667684606215,6320.831904659561,train
3,70,15,spring,clear,weak,15313.292574194063,7281.295520866189,18045.757437852462,7597.0583692924565,6644.424029798905,train
3,70,16,spring,clear,weak,15203.547097921972,7333.594391456823,18003.28688950781,4749.552940035255,6554.099895159621,train
3,70,17,spring,clear,weak,15550.210466557963,7364.214192603891,17993.12117941448,2217.2879533686173,6576.083480421677,train
3,70,18,spring,clear,weak,15553.239282841114,7523.7892100173085,17649.639127540842,642.0207930162495,6172.863571094702,train
3,70,19,spring,clear,weak,16043.027485465222,7466.962496284263,15950.88046973679,0.0,5732.633291339145,train
3,70,20,spring,clear,weak,16109.499036108431,7513.50656400174,14659.466624464525,0.0,5868.446906720453,train
3,70,21,spring,clear,weak,15448.381501677484,7639.691112697619,13202.146405026331,0.0,5956.895846424166,train
3,70,22,spring,clear,weak,15300.218661713801,7327.768521611113,11918.179990618546,0.0,6037.639174662419,train
3,70,23,spring,clear,weak,15633.472425982081,7435.356860605418,11298.03645410221,0.0,5971.873863103976,train
3,71,0,spring,normal,weak,14223.73167971727,7116.043429554774,9573.69165582691,0.0,5700.12928954585,train
3,71,1,spring,normal,weak,13995.581102959279,7066.911536334533,9053.99888978832,0.0,5826.956560612821,train
3,71,2,spring,normal,weak,13590.41214609173,7294.9953858473045,8566.078260468505,0.0,5767.387689542224,train
3,71,3,spring,normal,weak,13679.93522675104,7683.8892281897315,8715.611746944562,0.0,6099.058657537269,train
3,71,4,spring,normal,weak,13516.008326328283,8095.3981492510675,8279.757245841574,0.0,5844.609730460022,train
3,71,5,spring,normal,weak,14047.374032087051,8324.853841915574,8697.311208732124,0.0,6033.14957178741,train
3,71,6,spring,normal,weak,14624.905019830117,8621.491009352618,9631.256748905429,170.45954654300218,5709.6516098622,train
3,71,7,spring,normal,weak,14888.58209225369,8614.143334515229,10320.870837330574,766.8506834324501,5191.980666250397,train
3,71,8,spring,normal,weak,15161.2073180211,8123.017150204954,11911.24607858494,2784.134797747052,4894.30487969392,train
3,71,9,spring,normal,weak,15127.294989078067,7566.987020896289,13554.187215826185,5849.947827950138,4479.959165757313,train
3,71,10,spring,normal,weak,15346.086452833471,7093.135678198004,14342.669861450175,8068.684211709238,4932.0091670513575,train
3,71,11,spring,normal,weak,15174.31729203243,6774.293871894011,15850.58714722907,9941.169697994988,5548.1453312917365,train
3,71,12,spring,normal,weak,14943.90746299237,6544.69081607641,16180.46847187679,10789.208010026645,6081.905270692656,train
3,71,13,spring,normal,weak,14624.844319496973,6500.473829380724,17257.737259962014,10309.49009282307,6192.138062952554,train
3,71,14,spring,normal,weak,14803.983312294758,6574.868557409458,17841.57348397851,8536.573776780746,6515.451598141065,train
3,71,15,spring,normal,weak,14711.93443590868,6474.451626014112,17932.319301004907,6718.916893849085,6630.354927594183,train
3,71,16,spring,normal,weak,14208.590167545473,6531.92796541777,17821.94801342415,4653.969588668557,6535.342781147736,train
3,71,17,spring,normal,weak,14316.638991437503,6479.160000382953,17485.118997304948,2232.3457767191644,6412.503949811726,train
3,71,18,spring,normal,weak,14649.526278904941,6767.248050951544,16783.242050860743,642.3499490841536,5965.709567000723,train
3,71,19,spring,normal,weak,15091.165733158803,7113.284813238654,15358.228993760225,0.0,5471.786403589756,train
3,71,20,spring,normal,weak,15551.185171669691,7089.159984995302,14109.252736521912,0.0,5643.050325728969,train
3,71,21,spring,normal,weak,14839.821431682745,7125.751635970798,12760.553482873178,0.0,5546.05367443777,train
3,71,22,spring,normal,weak,14418.183698296632,6973.361934347509,11277.554713418778,0.0,5513.324408380854,train
3,71,23,spring,normal,weak,14330.085332067007,6952.96362597448,10395.617814762229,0.0,5739.337649721213,train
3,72,0,spring,clear,weak,14107.230760192966,6871.933745380776,9102.300811697261,0.0,6194.806089546163,train
3,72,1,spring,clear,weak,13858.40925756141,6922.491885567345,8724.450567536287,0.0,6137.357726460268,train
3,72,2,spring,clear,weak,13297.376978035845,7088.998480609781,8288.031808107806,0.0,6554.961754817386,train
3,72,3,spring,clear,weak,13323.335674769538,7364.366816410069,8251.078725217601,0.0,6255.981668600116,train
3,72,4,spring,clear,weak,13362.337182904028,7733.952565700671,8357.185124407379,0.0,6489.513028025797,train
3,72,5,spring,clear,weak,13598.690607421495,8105.968365553573,8575.100205732582,0.0,6047.955994580289,train
3,72,6,spring,clear,weak,14456.536927755016,8439.539144138456,9479.254746956309,188.10249033519904,6123.410843852501,train
3,72,7,spring,clear,weak,14265.925215926536,8310.238529617887,10184.538484098422,874.970902176265,6318.044639937502,train
3,72,8,spring,clear,weak,14221.767864103576,7989.987585712519,11425.395022305427,3275.940509820696,5551.372217377492,train
3,72,9,spring,clear,weak,14339.756564652582,7234.126255122329,12740.225709305963,6694.591920419935,5037.700834257916,train
3,72,10,spring,clear,weak,14575.954679397233,6826.6652542808115,13901.85234066978,9651.385149187618,5446.053424200376,train
3,72,11,spring,clear,weak,14569.970257391997,6446.746757546139,14735.72483799897,11646.15611065359,5920.4106257592,train
3,72,12,spring,clear,weak,14869.19539564112,6325.985801662163,15610.100923119975,12943.660148838364,6690.312356901963,train
3,72,13,spring,clear,weak,14458.808020001765,6367.427956222028,16308.754311442355,12511.873921645742,6801.034926417358,train
3,72,14,spring,clear,weak,14574.913822076413,6603.112349033653,16834.518585297832,10081.473517601615,7124.524287137745,train
3,72,15,spring,clear,weak,14362.730164919012,6719.719485106005,17644.090212876436,7840.763857558025,6984.915396262431,train
3,72,16,spring,clear,weak,13983.077537395864,6715.564157092498,17679.680983131522,5442.901147388279,6360.204825736561,train
3,72,17,spring,clear,weak,14236.114461234572,6683.356066443209,17135.35564252574,2409.3280334132783,6436.981273088549,train
3,72,18,spring,clear,weak,14525.848342240608,6564.101614437026,16386.863678272806,698.8669374522162,6002.633536815181,train
3,72,19,spring,clear,weak,14962.334412800177,6753.328652495481,14950.13589866151,0.0,6171.128783725763,train
3,72,20,spring,clear,weak,15021.860191347592,6837.167629378793,13686.710516307701,0.0,6000.358566604602,train
3,72,21,spring,clear,weak,14423.314978390277,6813.423109471958,12474.02708504411,0.0,5944.810291348583,train
3,72,22,spring,clear,weak,14115.208794813843,6807.964382588987,10998.847966256928,0.0,6215.9301887909205,train
3,72,23,spring,clear,weak,13844.725948098663,6775.2642319969145,10316.78853675171,0.0,6140.687517786143,train
3,73,0,spring,normal,normal,14072.378554069182,7000.601029535332,9354.559067199452,0.0,6151.454132499005,train
3,73,1,spring,normal,normal,13866.647892247047,7003.2408826766605,8755.86081151992,0.0,6114.074594132594,train
3,73,2,spring,normal,normal,13490.160056157503,7183.286038759866,8159.581583240965,0.0,6175.834294045123,train
3,73,3,spring,normal,normal,13493.917559604188,7386.913791396365,8042.183223175535,0.0,6402.925703291581,train
3,73,4,spring,normal,normal,13603.20062847899,7861.365089781402,7894.442750843029,0.0,6391.72818189752,train
3,73,5,spring,normal,normal,13790.31594723825,8286.199413065704,8404.161869599722,0.0,6312.232051723713,train
3,73,6,spring,normal,normal,14555.041093868926,8588.829863794224,9091.7675413481,159.26932439001803,6275.96563309692,train
3,73,7,spring,normal,normal,14643.914630744694,8467.09081510997,9868.15988539896,685.1180290937931,5920.852905668183,train
3,73,8,spring,normal,normal,14952.19165061329,8003.584620335149,11382.961263892765,2548.50565032543,5504.146448325221,train
3,73,9,spring,normal,normal,14868.619172350413,7430.014884524206,12542.700329259238,5211.877169398842,4930.422957214618,train
3,73,10,spring,normal,normal,15281.415483969102,6967.683034445896,13597.271812619432,8019.2934017046455,5423.568337529615,train
3,73,11,spring,normal,normal,14949.812775790948,6709.276754292695,14259.84251431561,9491.732284529196,5799.488744293631,train
3,73,12,spring,normal,normal,14989.13792400857,6821.100057759053,15033.603002283671,10472.627276629883,6264.612223015392,train
3,73,13,spring,normal,normal,14550.433881009598,6878.106891809863,16438.701155230254,9936.048387831948,6244.0552166802345,train
3,73,14,spring,normal,normal,14363.803846765339,6917.259073319674,17100.03791610544,8165.278382017606,6607.883100903583,train
3,73,15,spring,normal,normal,14152.70357871101,6893.753557463802,17160.499702348723,6408.267866029524,7254.976111110461,train
3,73,16,spring,normal,normal,13899.518898981914,6786.983261890155,16925.073956268294,4399.4605083275965,6867.944954475572,train
3,73,17,spring,normal,normal,14101.457636941064,6797.519858561909,16569.530782070175,1983.3983042267384,6948.901777920073,train
3,73,18,spring,normal,normal,14334.147831213599,6807.254645346904,15865.630085924966,558.0483670675153,7055.966187122833,train
3,73,19,spring,normal,normal,15135.973919592074,7087.279196960738,14623.31462854279,0.0,6648.059283091415,train
3,73,20,spring,normal,normal,15044.891780395481,7188.115520546762,13549.51144568264,0.0,6464.652093410908,train
3,73,21,spring,normal,normal,14361.776830418114,7182.898620415034,12149.73259096098,0.0,6335.834892757905,train
3,73,22,spring,normal,normal,14092.15268325158,7094.200054277387,10749.533358443125,0.0,6415.321353906557,train
3,73,23,spring,normal,normal,14124.046367558492,7195.749749427982,10057.128833357154,0.0,6276.893836087543,train
3,74,0,spring,normal,weak,14552.588566716891,7028.38909383854,9702.774983932999,0.0,5515.719984752618,train
3,74,1,spring,normal,weak,13972.650915123495,7190.358124421581,9058.288302129591,0.0,5533.831748401899,train
3,74,2,spring,normal,weak,13500.54728544651,7436.536648613609,8579.117394286099,0.0,5488.448876959094,train
3,74,3,spring,normal,weak,13353.8884674771,7836.376759601691,8304.347719295176,0.0,5826.486839791809,train
3,74,4,spring,normal,weak,13578.729451016483,8180.188512595762,8379.84370211961,0.0,5355.898983242791,train
3,74,5,spring,normal,weak,14148.404397527145,8593.742634137967,8858.274040701892,0.0,5098.437581420798,train
3,74,6,spring,normal,weak,15385.906350880352,9134.368386174883,9815.029118295855,181.237059266868,5282.143884993161,train
3,74,7,spring,normal,weak,15192.183537292143,8918.223898605993,10507.528755478193,831.5753629112826,5011.2822338244705,train
3,74,8,spring,normal,weak,15151.35514036869,8574.170423007521,11990.144528431816,3023.7621052342784,4788.808932506918,train
3,74,9,spring,normal,weak,15366.19027919911,7830.684698889563,13434.69248621268,6166.53878924628,4407.529299406356,train
3,74,10,spring,normal,weak,15165.231165052868,7142.610261436214,14716.532181690392,8974.454192556166,4736.89768918701,train
3,74,11,spring,normal,weak,15033.692073006214,6969.001915711559,15755.759081562896,10636.848657373761,5193.4671580804625,train
3,74,12,spring,normal,weak,15018.71465146976,6759.94319735099,16742.18272822277,11323.631265220793,5579.051991944335,train
3,74,13,spring,normal,weak,14354.260355218417,6848.442017387213,17166.23553792199,10870.445048290625,5706.768691426047,train
3,74,14,spring,normal,weak,14535.52080919472,6864.435086323806,17289.90335642208,8829.328161830466,5942.712244315114,train
3,74,15,spring,normal,weak,14430.44848221493,6957.189933551047,17771.02105045834,7097.139077946809,5957.422982945064,train
3,74,16,spring,normal,weak,14510.659947544751,6920.486498251896,17926.033683990754,4744.858991730454,5868.282523836367,train
3,74,17,spring,normal,weak,14621.975862825431,6904.1096616867435,17861.457936616604,2122.034412246859,5912.593801486562,train
3,74,18,spring,normal,weak,14676.269635512592,7012.012694220696,17180.904619319455,608.8329989959742,5790.736520647008,train
3,74,19,spring,normal,weak,15240.844570969213,7096.986237215186,16166.27674225775,0.0,5281.641017892185,train
3,74,20,spring,normal,weak,14919.216279190332,7165.640310357186,14686.241147021785,0.0,5098.991442653156,train
3,74,21,spring,normal,weak,14273.156241604536,7254.122127794032,13218.626206404953,0.0,5208.193183217286,train
3,74,22,spring,normal,weak,14260.489295363755,7193.15161003722,11448.526391194166,0.0,5763.946525906014,train
3,74,23,spring,normal,weak,14066.945194111979,7144.876558890828,10614.344723389542,0.0,5811.008029727015,train
3,75,0,spring,normal,normal,14421.624875237532,7284.87101682084,9640.768520019035,0.0,5280.882264874105,train
3,75,1,spring,normal,normal,13910.335197944343,7390.92514451604,8906.473846332046,0.0,5164.889428889274,train
3,75,2,spring,normal,normal,13794.33042633167,7676.8984490665125,8843.008008855877,0.0,5408.81203680146,train
3,75,3,spring,normal,normal,13565.111030745244,7946.290891527725,8582.87220442823,0.0,5450.110737796094,train
3,75,4,spring,normal,normal,13577.614736532587,8237.339432291868,8574.293944570012,0.0,5481.5800506423675,train
3,75,5,spring,normal,normal,13932.88481226203,8560.512222353487,8736.890126653465,0.0,5260.597670175072,train
3,75,6,spring,normal,normal,14931.685191870241,8887.123321555207,9609.461676605575,195.6884048525675,5397.487317602665,train
3,75,7,spring,normal,normal,14815.5360537306,8777.511371285733,10322.496160231372,892.3587303593152,5199.235820541693,train
3,75,8,spring,normal,normal,14644.266001808228,8197.564908719041,11419.226564661747,3420.260072852425,4786.940616621372,train
3,75,9,spring,normal,normal,14955.486041520171,7792.751304027805,13427.158903454801,7135.142796356294,4489.295756564391,train
3,75,10,spring,normal,normal,14623.621335731057,7118.230211903103,14362.120050739783,9859.067430940502,4529.8643430664915,train
3,75,11,spring,normal,normal,14626.59842479694,6884.531117854784,15166.99201346899,11660.982217931076,4814.353026114903,train
3,75,12,spring,normal,normal,15013.536548474618,6895.264143410555,16189.436703077427,11954.616166483962,5367.417607443616,train
3,75,13,spring,normal,normal,14893.434975306292,6970.4853858215865,17281.357357449004,11977.529560011459,5608.063368801349,train
3,75,14,spring,normal,normal,15019.716401195807,6800.013759565388,17998.195399415254,9626.102481824875,5913.923639613015,train
3,75,15,spring,normal,normal,14853.760934321384,6831.000926767921,17740.257652450917,7995.982869667092,6059.995173255052,train
3,75,16,spring,normal,normal,14949.010278423073,6893.225688786173,17749.658705281476,5544.416108952469,5856.8145517585,train
3,75,17,spring,normal,normal,14778.300027506326,6897.809526889103,16849.713203797546,2472.8494889936633,5586.069222869131,train
